CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE,PRICE_PREDICTION,is_train,model_name,model_version,date
1.25179,0.0,8.14,0.0,0.538,5.57,98.1,3.7979,4.0,307.0,21.0,376.57,21.02,13.6,14.78599999999999,1,Random Forest Regressor,1,2020-08-10
67.9208,0.0,18.1,0.0,0.693,5.683,100.0,1.4254,24.0,666.0,20.2,384.97,22.98,5.0,6.943999999999997,1,Random Forest Regressor,1,2020-08-10
0.0351,95.0,2.68,0.0,0.4161,7.853,33.2,5.118,4.0,224.0,14.7,392.78,3.81,48.5,48.417,1,Random Forest Regressor,1,2020-08-10
41.5292,0.0,18.1,0.0,0.693,5.531,85.4,1.6074,24.0,666.0,20.2,329.46,27.38,8.5,9.144,1,Random Forest Regressor,1,2020-08-10
0.01965,80.0,1.76,0.0,0.385,6.23,31.5,9.0892,1.0,241.0,18.2,341.6,12.93,20.1,20.19299999999998,1,Random Forest Regressor,1,2020-08-10
2.37857,0.0,18.1,0.0,0.583,5.871,41.9,3.724,24.0,666.0,20.2,370.73,13.34,20.6,19.973999999999975,1,Random Forest Regressor,1,2020-08-10
18.0846,0.0,18.1,0.0,0.679,6.434,100.0,1.8347,24.0,666.0,20.2,27.25,29.05,7.2,8.07200000000001,1,Random Forest Regressor,1,2020-08-10
0.7857,20.0,3.97,0.0,0.647,7.014,84.6,2.1329,5.0,264.0,13.0,384.07,14.79,30.7,28.871999999999986,1,Random Forest Regressor,1,2020-08-10
0.10574,0.0,27.74,0.0,0.609,5.983,98.8,1.8681,4.0,711.0,20.1,390.11,18.07,13.6,13.019999999999992,1,Random Forest Regressor,1,2020-08-10
0.02009,95.0,2.68,0.0,0.4161,8.034,31.9,5.118,4.0,224.0,14.7,390.55,2.88,50.0,49.163999999999994,1,Random Forest Regressor,1,2020-08-10
0.55778,0.0,21.89,0.0,0.624,6.335,98.2,2.1107,4.0,437.0,21.2,394.67,16.96,18.1,17.081999999999983,1,Random Forest Regressor,1,2020-08-10
0.03445,82.5,2.03,0.0,0.415,6.162,38.4,6.27,2.0,348.0,14.7,393.77,7.43,24.1,23.881999999999966,1,Random Forest Regressor,1,2020-08-10
0.05083,0.0,5.19,0.0,0.515,6.316,38.1,6.4584,5.0,224.0,20.2,389.71,5.68,22.2,22.675999999999995,1,Random Forest Regressor,1,2020-08-10
0.19133,22.0,5.86,0.0,0.431,5.605,70.2,7.9549,7.0,330.0,19.1,389.13,18.46,18.5,18.112,1,Random Forest Regressor,1,2020-08-10
0.05789,12.5,6.07,0.0,0.409,5.878,21.4,6.498,4.0,345.0,18.9,396.21,8.1,22.0,21.815999999999995,1,Random Forest Regressor,1,2020-08-10
0.05644,40.0,6.41,1.0,0.447,6.758,32.9,4.0776,4.0,254.0,17.6,396.9,3.53,32.4,31.356000000000027,1,Random Forest Regressor,1,2020-08-10
0.0837,45.0,3.44,0.0,0.437,7.185,38.9,4.5667,5.0,398.0,15.2,396.9,5.39,34.9,33.83700000000003,1,Random Forest Regressor,1,2020-08-10
0.2896,0.0,9.69,0.0,0.585,5.39,72.9,2.7986,6.0,391.0,19.2,396.9,21.14,19.7,18.665000000000017,1,Random Forest Regressor,1,2020-08-10
0.22438,0.0,9.69,0.0,0.585,6.027,79.7,2.4982,6.0,391.0,19.2,396.9,14.33,16.8,17.816999999999982,1,Random Forest Regressor,1,2020-08-10
1.22358,0.0,19.58,0.0,0.605,6.943,97.4,1.8773,5.0,403.0,14.7,363.43,4.59,41.3,37.62400000000004,1,Random Forest Regressor,1,2020-08-10
0.02543,55.0,3.78,0.0,0.484,6.696,56.4,5.7321,5.0,370.0,17.6,396.9,7.18,23.9,24.78300000000003,1,Random Forest Regressor,1,2020-08-10
0.11425,0.0,13.89,1.0,0.55,6.373,92.4,3.3633,5.0,276.0,16.4,393.74,10.5,23.0,22.656,1,Random Forest Regressor,1,2020-08-10
0.44178,0.0,6.2,0.0,0.504,6.552,21.4,3.3751,8.0,307.0,17.4,380.34,3.76,31.5,29.046000000000003,1,Random Forest Regressor,1,2020-08-10
0.79041,0.0,9.9,0.0,0.544,6.122,52.8,2.6403,4.0,304.0,18.4,396.9,5.98,22.1,22.460999999999967,1,Random Forest Regressor,1,2020-08-10
0.13554,12.5,6.07,0.0,0.409,5.594,36.8,6.498,4.0,345.0,18.9,396.9,13.09,17.4,17.829000000000022,1,Random Forest Regressor,1,2020-08-10
24.8017,0.0,18.1,0.0,0.693,5.349,96.0,1.7028,24.0,666.0,20.2,396.9,19.77,8.3,9.301999999999992,1,Random Forest Regressor,1,2020-08-10
2.44668,0.0,19.58,0.0,0.871,5.272,94.0,1.7364,5.0,403.0,14.7,88.63,16.14,13.1,13.870999999999992,1,Random Forest Regressor,1,2020-08-10
0.04544,0.0,3.24,0.0,0.46,6.144,32.2,5.8736,4.0,430.0,16.9,368.57,9.09,19.8,20.788999999999987,1,Random Forest Regressor,1,2020-08-10
0.01501,90.0,1.21,1.0,0.401,7.923,24.8,5.885,1.0,198.0,13.6,395.52,3.16,50.0,48.718999999999994,1,Random Forest Regressor,1,2020-08-10
9.96654,0.0,18.1,0.0,0.74,6.485,100.0,1.9784,24.0,666.0,20.2,386.73,18.85,15.4,15.624,1,Random Forest Regressor,1,2020-08-10
2.24236,0.0,19.58,0.0,0.605,5.854,91.8,2.422,5.0,403.0,14.7,395.11,11.64,22.7,21.993000000000006,1,Random Forest Regressor,1,2020-08-10
0.03961,0.0,5.19,0.0,0.515,6.037,34.5,5.9853,5.0,224.0,20.2,396.9,8.01,21.1,21.079999999999977,1,Random Forest Regressor,1,2020-08-10
0.02875,28.0,15.04,0.0,0.464,6.211,28.9,3.6659,4.0,270.0,18.2,396.33,6.21,25.0,24.594999999999995,1,Random Forest Regressor,1,2020-08-10
0.49298,0.0,9.9,0.0,0.544,6.635,82.5,3.3175,4.0,304.0,18.4,396.9,4.54,22.8,24.37400000000001,1,Random Forest Regressor,1,2020-08-10
0.5405,20.0,3.97,0.0,0.575,7.47,52.6,2.872,5.0,264.0,13.0,390.3,3.16,43.5,42.258999999999986,1,Random Forest Regressor,1,2020-08-10
17.8667,0.0,18.1,0.0,0.671,6.223,100.0,1.3861,24.0,666.0,20.2,393.74,21.78,10.2,9.59700000000001,1,Random Forest Regressor,1,2020-08-10
0.05646,0.0,12.83,0.0,0.437,6.232,53.7,5.0141,5.0,398.0,18.7,386.4,12.34,21.2,20.56500000000002,1,Random Forest Regressor,1,2020-08-10
1.34284,0.0,19.58,0.0,0.605,6.066,100.0,1.7573,5.0,403.0,14.7,353.89,6.43,24.3,23.42399999999999,1,Random Forest Regressor,1,2020-08-10
6.65492,0.0,18.1,0.0,0.713,6.317,83.0,2.7344,24.0,666.0,20.2,396.9,13.99,19.5,18.955000000000002,1,Random Forest Regressor,1,2020-08-10
0.04932,33.0,2.18,0.0,0.472,6.849,70.3,3.1827,7.0,222.0,18.4,396.9,7.53,28.2,28.395999999999972,1,Random Forest Regressor,1,2020-08-10
0.65665,20.0,3.97,0.0,0.647,6.842,100.0,2.0107,5.0,264.0,13.0,391.93,6.9,30.1,29.174999999999965,1,Random Forest Regressor,1,2020-08-10
0.0795,60.0,1.69,0.0,0.411,6.579,35.9,10.7103,4.0,411.0,18.3,370.78,5.49,24.1,24.18099999999997,1,Random Forest Regressor,1,2020-08-10
0.01096,55.0,2.25,0.0,0.389,6.453,31.9,7.3073,1.0,300.0,15.3,394.72,8.23,22.0,22.166,1,Random Forest Regressor,1,2020-08-10
0.15936,0.0,6.91,0.0,0.448,6.211,6.5,5.7209,3.0,233.0,17.9,394.46,7.44,24.7,24.521,1,Random Forest Regressor,1,2020-08-10
0.21409,22.0,5.86,0.0,0.431,6.438,8.9,7.3967,7.0,330.0,19.1,377.07,3.59,24.8,25.79500000000001,1,Random Forest Regressor,1,2020-08-10
2.15505,0.0,19.58,0.0,0.871,5.628,100.0,1.5166,5.0,403.0,14.7,169.27,16.65,15.6,14.502999999999988,1,Random Forest Regressor,1,2020-08-10
0.1396,0.0,8.56,0.0,0.52,6.167,90.0,2.421,5.0,384.0,20.9,392.69,12.33,20.1,18.98099999999998,1,Random Forest Regressor,1,2020-08-10
0.04741,0.0,11.93,0.0,0.573,6.03,80.8,2.505,1.0,273.0,21.0,396.9,7.88,11.9,15.186000000000012,1,Random Forest Regressor,1,2020-08-10
10.0623,0.0,18.1,0.0,0.584,6.833,94.3,2.0882,24.0,666.0,20.2,81.33,19.69,14.1,16.640999999999984,1,Random Forest Regressor,1,2020-08-10
0.20746,0.0,27.74,0.0,0.609,5.093,98.0,1.8226,4.0,711.0,20.1,318.43,29.68,8.1,9.16000000000001,1,Random Forest Regressor,1,2020-08-10
0.13642,0.0,10.59,0.0,0.489,5.891,22.3,3.9454,4.0,277.0,18.6,396.9,10.87,22.6,21.764999999999983,1,Random Forest Regressor,1,2020-08-10
0.18337,0.0,27.74,0.0,0.609,5.414,98.3,1.7554,4.0,711.0,20.1,344.05,23.97,7.0,8.462000000000003,1,Random Forest Regressor,1,2020-08-10
0.14231,0.0,10.01,0.0,0.547,6.254,84.2,2.2565,6.0,432.0,17.8,388.74,10.45,18.5,19.616,1,Random Forest Regressor,1,2020-08-10
4.75237,0.0,18.1,0.0,0.713,6.525,86.5,2.4358,24.0,666.0,20.2,50.92,18.13,14.1,14.933999999999992,1,Random Forest Regressor,1,2020-08-10
0.12083,0.0,2.89,0.0,0.445,8.069,76.0,3.4952,2.0,276.0,18.0,396.9,4.21,38.7,41.343999999999944,1,Random Forest Regressor,1,2020-08-10
0.0686,0.0,2.89,0.0,0.445,7.416,62.5,3.4952,2.0,276.0,18.0,396.9,6.19,33.2,32.95599999999996,1,Random Forest Regressor,1,2020-08-10
0.16902,0.0,25.65,0.0,0.581,5.986,88.4,1.9929,2.0,188.0,19.1,385.02,14.81,21.4,19.499000000000013,1,Random Forest Regressor,1,2020-08-10
7.67202,0.0,18.1,0.0,0.693,5.747,98.9,1.6334,24.0,666.0,20.2,393.1,19.92,8.5,9.494000000000002,1,Random Forest Regressor,1,2020-08-10
0.03584,80.0,3.37,0.0,0.398,6.29,17.8,6.6115,4.0,337.0,16.1,396.9,4.67,23.5,23.792999999999996,1,Random Forest Regressor,1,2020-08-10
7.75223,0.0,18.1,0.0,0.713,6.301,83.7,2.7831,24.0,666.0,20.2,272.21,16.23,14.9,15.967000000000011,1,Random Forest Regressor,1,2020-08-10
0.06211,40.0,1.25,0.0,0.429,6.49,44.4,8.7921,1.0,335.0,19.7,396.9,5.98,22.9,22.60500000000002,1,Random Forest Regressor,1,2020-08-10
0.11329,30.0,4.93,0.0,0.428,6.897,54.3,6.3361,6.0,300.0,16.6,391.25,11.38,22.0,25.243999999999996,1,Random Forest Regressor,1,2020-08-10
0.01501,80.0,2.01,0.0,0.435,6.635,29.7,8.344,4.0,280.0,17.0,390.94,5.99,24.5,24.947,1,Random Forest Regressor,1,2020-08-10
0.05302,0.0,3.41,0.0,0.489,7.079,63.1,3.4145,2.0,270.0,17.8,396.06,5.7,28.7,29.903999999999964,1,Random Forest Regressor,1,2020-08-10
0.98843,0.0,8.14,0.0,0.538,5.813,100.0,4.0952,4.0,307.0,21.0,394.54,19.88,14.5,14.944999999999995,1,Random Forest Regressor,1,2020-08-10
0.52693,0.0,6.2,0.0,0.504,8.725,83.0,2.8944,8.0,307.0,17.4,382.0,4.63,50.0,46.54299999999999,1,Random Forest Regressor,1,2020-08-10
0.66351,20.0,3.97,0.0,0.647,7.333,100.0,1.8946,5.0,264.0,13.0,383.29,7.79,36.0,34.54099999999999,1,Random Forest Regressor,1,2020-08-10
14.3337,0.0,18.1,0.0,0.7,4.88,100.0,1.5895,24.0,666.0,20.2,372.92,30.62,10.2,9.813000000000011,1,Random Forest Regressor,1,2020-08-10
0.31827,0.0,9.9,0.0,0.544,5.914,83.2,3.9986,4.0,304.0,18.4,390.7,18.33,17.8,17.571999999999974,1,Random Forest Regressor,1,2020-08-10
4.42228,0.0,18.1,0.0,0.584,6.003,94.5,2.5403,24.0,666.0,20.2,331.29,21.32,19.1,17.264999999999972,1,Random Forest Regressor,1,2020-08-10
0.04981,21.0,5.64,0.0,0.439,5.998,21.4,6.8147,4.0,243.0,16.8,396.9,8.43,23.4,22.941000000000034,1,Random Forest Regressor,1,2020-08-10
0.05023,35.0,6.06,0.0,0.4379,5.706,28.4,6.6407,1.0,304.0,16.9,394.02,12.43,17.1,18.667999999999992,1,Random Forest Regressor,1,2020-08-10
25.9406,0.0,18.1,0.0,0.679,5.304,89.1,1.6475,24.0,666.0,20.2,127.36,26.64,10.4,9.68199999999999,1,Random Forest Regressor,1,2020-08-10
0.67191,0.0,8.14,0.0,0.538,5.813,90.3,4.682,4.0,307.0,21.0,376.88,14.81,16.6,16.815,0,Random Forest Regressor,1,2020-08-10
0.26363,0.0,8.56,0.0,0.52,6.229,91.2,2.5451,5.0,384.0,20.9,391.23,15.55,19.4,17.57499999999998,0,Random Forest Regressor,1,2020-08-10
0.10084,0.0,10.01,0.0,0.547,6.715,81.6,2.6775,6.0,432.0,17.8,395.59,10.16,22.8,23.798999999999992,0,Random Forest Regressor,1,2020-08-10
0.05515,33.0,2.18,0.0,0.472,7.236,41.1,4.022,7.0,222.0,18.4,393.68,6.93,36.1,32.148999999999994,0,Random Forest Regressor,1,2020-08-10
4.34879,0.0,18.1,0.0,0.58,6.167,84.0,3.0334,24.0,666.0,20.2,396.9,16.29,19.9,17.034999999999993,0,Random Forest Regressor,1,2020-08-10
0.07875,45.0,3.44,0.0,0.437,6.782,41.1,3.7886,5.0,398.0,15.2,393.87,6.68,32.0,28.281,0,Random Forest Regressor,1,2020-08-10
1.00245,0.0,8.14,0.0,0.538,6.674,87.3,4.239,4.0,307.0,21.0,380.23,11.98,21.0,19.978,0,Random Forest Regressor,1,2020-08-10
0.04294,28.0,15.04,0.0,0.464,6.249,77.3,3.615,4.0,270.0,18.2,396.9,10.59,20.6,21.25800000000001,0,Random Forest Regressor,1,2020-08-10
0.07978,40.0,6.41,0.0,0.447,6.482,32.1,4.1403,4.0,254.0,17.6,396.9,7.19,29.1,24.308999999999987,0,Random Forest Regressor,1,2020-08-10
0.03705,20.0,3.33,0.0,0.4429,6.968,37.2,5.2447,5.0,216.0,14.9,392.23,4.59,35.4,36.84299999999998,0,Random Forest Regressor,1,2020-08-10
3.83684,0.0,18.1,0.0,0.77,6.251,91.1,2.2955,24.0,666.0,20.2,350.65,14.19,19.9,17.981999999999996,0,Random Forest Regressor,1,2020-08-10
4.64689,0.0,18.1,0.0,0.614,6.98,67.6,2.5329,24.0,666.0,20.2,374.68,11.66,29.8,23.98899999999999,0,Random Forest Regressor,1,2020-08-10
5.82401,0.0,18.1,0.0,0.532,6.242,64.7,3.4242,24.0,666.0,20.2,396.9,10.74,23.0,20.02499999999998,0,Random Forest Regressor,1,2020-08-10
0.12204,0.0,2.89,0.0,0.445,6.625,57.8,3.4952,2.0,276.0,18.0,357.98,6.65,28.4,25.291000000000007,0,Random Forest Regressor,1,2020-08-10
1.41385,0.0,19.58,1.0,0.871,6.129,96.0,1.7494,5.0,403.0,14.7,321.02,15.12,17.0,17.020999999999994,0,Random Forest Regressor,1,2020-08-10
0.09164,0.0,10.81,0.0,0.413,6.065,7.8,5.2873,4.0,305.0,19.2,390.91,5.52,22.8,23.399,0,Random Forest Regressor,1,2020-08-10
5.44114,0.0,18.1,0.0,0.713,6.655,98.2,2.3552,24.0,666.0,20.2,355.29,17.73,15.2,16.09599999999999,0,Random Forest Regressor,1,2020-08-10
0.2498,0.0,21.89,0.0,0.624,5.857,98.2,1.6686,4.0,437.0,21.2,392.04,21.32,13.3,10.425,0,Random Forest Regressor,1,2020-08-10
0.05425,0.0,4.05,0.0,0.51,6.315,73.4,3.3175,5.0,296.0,16.6,395.6,6.29,24.6,23.81699999999999,0,Random Forest Regressor,1,2020-08-10
0.06466,70.0,2.24,0.0,0.4,6.345,20.1,7.8278,5.0,358.0,14.8,368.24,4.97,22.5,24.248999999999988,0,Random Forest Regressor,1,2020-08-10
0.0456,0.0,13.89,1.0,0.55,5.888,56.0,3.1121,5.0,276.0,16.4,392.8,13.51,23.3,20.537,0,Random Forest Regressor,1,2020-08-10
1.83377,0.0,19.58,1.0,0.605,7.802,98.2,2.0407,5.0,403.0,14.7,389.61,1.92,50.0,45.4,0,Random Forest Regressor,1,2020-08-10
0.08873,21.0,5.64,0.0,0.439,5.963,45.7,6.8147,4.0,243.0,16.8,395.56,13.45,19.7,20.176,0,Random Forest Regressor,1,2020-08-10
0.10793,0.0,8.56,0.0,0.52,6.195,54.4,2.7778,5.0,384.0,20.9,393.49,13.0,21.7,19.25299999999999,0,Random Forest Regressor,1,2020-08-10
1.23247,0.0,8.14,0.0,0.538,6.142,91.7,3.9769,4.0,307.0,21.0,396.9,18.72,15.2,16.423999999999992,0,Random Forest Regressor,1,2020-08-10
18.811,0.0,18.1,0.0,0.597,4.628,100.0,1.5539,24.0,666.0,20.2,28.79,34.37,17.9,9.674000000000005,0,Random Forest Regressor,1,2020-08-10
11.1604,0.0,18.1,0.0,0.74,6.629,94.6,2.1247,24.0,666.0,20.2,109.85,23.27,13.4,15.151999999999989,0,Random Forest Regressor,1,2020-08-10
0.06642,0.0,4.05,0.0,0.51,6.86,74.4,2.9153,5.0,296.0,16.6,391.27,6.92,29.9,28.305999999999976,0,Random Forest Regressor,1,2020-08-10
0.12932,0.0,13.92,0.0,0.437,6.678,31.1,5.9604,4.0,289.0,16.0,396.9,6.27,28.6,25.131000000000004,0,Random Forest Regressor,1,2020-08-10
0.21161,0.0,8.56,0.0,0.52,6.137,87.4,2.7147,5.0,384.0,20.9,394.47,13.44,19.3,18.456999999999983,0,Random Forest Regressor,1,2020-08-10
0.15445,25.0,5.13,0.0,0.453,6.145,29.2,7.8148,8.0,284.0,19.7,390.68,6.86,23.3,24.339999999999986,0,Random Forest Regressor,1,2020-08-10
0.06047,0.0,2.46,0.0,0.488,6.153,68.8,3.2797,3.0,193.0,17.8,387.11,13.15,29.6,20.388000000000005,0,Random Forest Regressor,1,2020-08-10
5.73116,0.0,18.1,0.0,0.532,7.061,77.0,3.4106,24.0,666.0,20.2,395.28,7.01,25.0,28.02099999999998,0,Random Forest Regressor,1,2020-08-10
0.06162,0.0,4.39,0.0,0.442,5.898,52.3,8.0136,3.0,352.0,18.8,364.61,12.67,17.2,19.71,0,Random Forest Regressor,1,2020-08-10
0.1146,20.0,6.96,0.0,0.464,6.538,58.7,3.9175,3.0,223.0,18.6,394.96,7.73,24.4,23.228000000000012,0,Random Forest Regressor,1,2020-08-10
12.2472,0.0,18.1,0.0,0.584,5.837,59.7,1.9976,24.0,666.0,20.2,24.65,15.69,10.2,15.932999999999998,0,Random Forest Regressor,1,2020-08-10
0.84054,0.0,8.14,0.0,0.538,5.599,85.7,4.4546,4.0,307.0,21.0,303.42,16.51,13.9,15.825999999999997,0,Random Forest Regressor,1,2020-08-10
0.10153,0.0,12.83,0.0,0.437,6.279,74.5,4.0522,5.0,398.0,18.7,373.66,11.97,20.0,20.491000000000007,0,Random Forest Regressor,1,2020-08-10
1.42502,0.0,19.58,0.0,0.871,6.51,100.0,1.7659,5.0,403.0,14.7,364.31,7.39,23.3,23.10599999999999,0,Random Forest Regressor,1,2020-08-10
0.26938,0.0,9.9,0.0,0.544,6.266,82.8,3.2628,4.0,304.0,18.4,393.39,7.9,21.6,20.595,0,Random Forest Regressor,1,2020-08-10
0.06911,45.0,3.44,0.0,0.437,6.739,30.8,6.4798,5.0,398.0,15.2,389.71,4.69,30.5,28.548000000000002,0,Random Forest Regressor,1,2020-08-10
4.81213,0.0,18.1,0.0,0.713,6.701,90.0,2.5975,24.0,666.0,20.2,255.23,16.42,16.4,16.400000000000002,0,Random Forest Regressor,1,2020-08-10
0.1265,25.0,5.13,0.0,0.453,6.762,43.4,7.9809,8.0,284.0,19.7,395.58,9.5,25.0,24.522,0,Random Forest Regressor,1,2020-08-10
0.22212,0.0,10.01,0.0,0.547,6.092,95.4,2.548,6.0,432.0,17.8,396.9,17.09,18.7,17.841999999999988,0,Random Forest Regressor,1,2020-08-10
0.07151,0.0,4.49,0.0,0.449,6.121,56.8,3.7476,3.0,247.0,18.5,395.15,8.44,22.2,22.063000000000002,0,Random Forest Regressor,1,2020-08-10
0.15038,0.0,25.65,0.0,0.581,5.856,97.0,1.9444,2.0,188.0,19.1,370.31,25.41,17.3,16.087999999999994,0,Random Forest Regressor,1,2020-08-10
3.69695,0.0,18.1,0.0,0.718,4.963,91.4,1.7523,24.0,666.0,20.2,316.03,14.0,21.9,15.865999999999994,0,Random Forest Regressor,1,2020-08-10
0.26169,0.0,9.9,0.0,0.544,6.023,90.4,2.834,4.0,304.0,18.4,396.3,11.72,19.4,20.721999999999994,0,Random Forest Regressor,1,2020-08-10
10.8342,0.0,18.1,0.0,0.679,6.782,90.8,1.8195,24.0,666.0,20.2,21.57,25.79,7.5,11.262999999999998,0,Random Forest Regressor,1,2020-08-10
0.02498,0.0,1.89,0.0,0.518,6.54,59.7,6.2669,1.0,422.0,15.9,389.96,8.65,16.5,22.483,0,Random Forest Regressor,1,2020-08-10
1.6566,0.0,19.58,0.0,0.871,6.122,97.3,1.618,5.0,403.0,14.7,372.8,14.1,21.5,17.580999999999996,0,Random Forest Regressor,1,2020-08-10
8.05579,0.0,18.1,0.0,0.584,5.427,95.4,2.4298,24.0,666.0,20.2,352.58,18.14,13.8,15.491999999999988,0,Random Forest Regressor,1,2020-08-10
0.03932,0.0,3.41,0.0,0.489,6.405,73.9,3.0921,2.0,270.0,17.8,393.55,8.2,22.0,22.285999999999994,0,Random Forest Regressor,1,2020-08-10
0.6147,0.0,6.2,0.0,0.507,6.618,80.8,3.2721,8.0,307.0,17.4,396.9,7.6,30.1,25.564999999999994,0,Random Forest Regressor,1,2020-08-10
3.77498,0.0,18.1,0.0,0.655,5.952,84.7,2.8715,24.0,666.0,20.2,22.01,17.15,19.0,15.371000000000002,0,Random Forest Regressor,1,2020-08-10
0.04113,25.0,4.86,0.0,0.426,6.727,33.5,5.4007,4.0,281.0,19.0,396.9,5.29,28.0,27.714000000000006,0,Random Forest Regressor,1,2020-08-10
